endereco,valor,area,iptu,condominio,quarto,vaga,banheiro,bairro,tipo,area_servico,espaco_gourmet,piscina,elevador,salao_de_festa,academia,playground,quadra_de_esporte,portaria_24_horas,varanda_gourmet,sauna,spa,comercio,latitude,longitude
Area Rural do Paranoa,590000,20000,NA,NA,3,NA,2,area_rural_do_paranoa,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7755299999999,-47.78117
QS,290000,152,1,NA,3,4,3,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.77829,-47.92909
QS 11 Conjunto S,270000,147,200,NA,3,4,2,areal,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8685408849894,-48.0171630102416
QS 11 Conjunto P,249000,147,500,NA,3,2,2,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8699149243967,-48.0160073599258
QS 11 Conjunto A,169000,147,400,NA,3,4,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.871860682152,-48.0182496884993
QS 8 Conjunto 210A,260000,70,456,NA,2,3,2,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.861634724311,-48.0256052892945
QS 10 Conjunto 220D,245000,128,500,NA,4,2,3,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.867241845523,-48.0223318071728
QS 7 Rua 218 A,799000,200,542,NA,5,4,5,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8648999993992,-48.0256050070867
QS 6,350000,160,300,NA,6,NA,5,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8593958505273,-48.0283532856083
QS 11,260000,147,NA,NA,2,3,2,areal,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8696599983935,-48.0169799868096
QS 11 Conjunto B,310000,152,NA,NA,3,3,3,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8692467022671,-48.0200876650347
QS 6 Conjunto 420B,650000,128,NA,NA,4,6,4,areal,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8590907870704,-48.0254495865539
QS,360000,128,NA,NA,2,3,2,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.77829,-47.92909
QS 7 Rua 218 A,550000,150,NA,NA,3,3,2,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8648999993992,-48.0256050070867
QS 8 Conjunto 430B,240000,130,NA,NA,2,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8625482265663,-48.0233161568056
QS 11 Conjunto T,360000,150,NA,NA,5,NA,5,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 5,299000,72,NA,500,2,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8532451586384,-48.0374485338856
Areal,590000,290,NA,NA,4,1,5,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8542450079016,-48.0310849696543
QS 5 Rua 840,519000,112,800,NA,2,2,2,areal,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8543799984522,-48.0369399804794
QS 5,240000,240,1,1,1,NA,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8532451586384,-48.0374485338856
QS 7 Rua 218 A,1150000,400,600,NA,4,4,6,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8648999993992,-48.0256050070867
QS 5 Rua 866,450000,150,NA,NA,2,2,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8542199879206,-48.0375299826439
QS 8 Conjunto 630B,559000,228,NA,NA,3,3,4,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-15.8625916592205,-48.0226857534378
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 11 Conjunto A,450000,115,800,NA,3,1,1,areal,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.871860682152,-48.0182496884993
QS 5 Rua 826,550000,310,NA,NA,4,3,3,areal,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8529590971382,-48.0368764443177
QS 8,569000,128,NA,NA,3,3,5,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8624649936624,-48.0248000091057
Areal,500000,100,400,NA,3,3,2,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8542450079016,-48.0310849696543
Areal,540000,200,NA,NA,3,4,2,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8542450079016,-48.0310849696543
QS 7 Rua 210,410000,100,461,NA,2,4,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8645686924504,-48.0254879559427
Areal,790000,329,NA,NA,4,4,2,areal,casas,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-15.8542450079016,-48.0310849696543
QS 8,550000,98,500,NA,4,2,3,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8624649936624,-48.0248000091057
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
Areal,630000,200,NA,NA,4,1,2,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-15.8542450079016,-48.0310849696543
QS 8 Conjunto 630B,600000,146,486,NA,2,4,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8625916592205,-48.0226857534378
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 11 Conjunto T,550000,256,NA,NA,3,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 11 Conjunto Q,560000,165,240,NA,3,4,3,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8702221099151,-48.0159589596728
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
Avenida Águas Claras QS 02,289900,138,NA,NA,2,2,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8702033696226,-48.027149594329
QS 11 Conjunto T,550000,256,NA,NA,3,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
QS 11 Conjunto T,550000,256,NA,NA,4,1,1,areal,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8691110117413,-48.0165707396011
Quadra 1 Conjunto H,230000,263,NA,NA,5,NA,3,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.75110113894,-47.768181076028696
Arapoanga,330000,200,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 11 Conjunto H,400000,200,NA,NA,4,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6416900016562,-47.7860350011783
Arapoanga,450000,200,NA,NA,4,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 10E Conjunto A,450000,700,NA,NA,3,2,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6336899989441,-47.6377349941236
Quadra 1 Conjunto L,250000,450,NA,NA,4,20,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.749861776933,-47.769096594117
Arapoanga,155000,200,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 8 Conjunto M,175000,250,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7788994861191,-47.7772418135366
Quadra 1 Conjunto E,79000,300,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6576250054211,-47.8106650141117
Quadra 10E Conjunto C,92000,125,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.633070010521,-47.6365000045097
Quadra 1 Conjunto J,165000,200,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7499200062593,-47.7676550381666
Arapoanga,165000,260,NA,NA,3,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 15 Conjunto L,150000,200,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7729117764275,-47.7831428404765
Quadra 1 Conjunto I,585000,500,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7502660549233,-47.7675246449981
Quadra 1 Conjunto M,300000,450,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7527949990485,-47.7710199951059
Quadra 10K Conjunto C,135000,100,NA,NA,3,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6407278847563,-47.628776807186
Arapoanga,248000,200,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 1 Conjunto F,400000,220,NA,NA,4,NA,3,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7529983778195,-47.7691159404535
Arapoanga,125000,100,NA,NA,2,1,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Arapoanga,430000,450,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Arapoanga,158000,200,NA,NA,2,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 2D Conjunto A,350000,450,NA,NA,2,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6353800001719,-47.647690012887
Quadra 7 Conjunto H,299000,450,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7773807721377,-47.7833603236577
Quadra 1 Conjunto E,139000,200,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6576250054211,-47.8106650141117
Arapoanga,160000,200,NA,NA,2,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Arapoanga,119000,100,NA,NA,2,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra A,340000,600,NA,NA,3,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.9031079671019,-47.7726097868979
Quadra 1 Conjunto I,150000,250,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7502660549233,-47.7675246449981
Quadra 1 Conjunto H,349000,231,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.75110113894,-47.768181076028696
Quadra 1 Conjunto E,155000,200,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6576250054211,-47.8106650141117
Arapoanga,185000,200,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 1 Conjunto E,139000,200,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6576250054211,-47.8106650141117
Arapoanga,209000,200,NA,NA,5,NA,3,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 7 Conjunto H,430000,450,NA,NA,3,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7773807721377,-47.7833603236577
Quadra 9 Conjunto L,155000,200,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6405097834006,-47.8025010479761
Arapoanga,123000,200,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 1 Conjunto I,130000,200,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7502660549233,-47.7675246449981
Quadra 1 Conjunto I,210000,200,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7502660549233,-47.7675246449981
Quadra 1 Conjunto H,160000,200,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.75110113894,-47.768181076028696
Arapoanga,479000,900,NA,NA,4,5,4,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 17K Conjunto C,220000,200,NA,NA,2,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6410837386936,-47.6262332038686
Arapoanga,239000,337,NA,NA,4,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 1 Conjunto J,269000,900,NA,NA,6,NA,6,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7499200062593,-47.7676550381666
Quadra 1 Conjunto H,350000,375,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.75110113894,-47.768181076028696
Quadra 1 Conjunto J,170000,360,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7499200062593,-47.7676550381666
Arapoanga,105000,185,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra C,160000,200,NA,NA,4,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6367199940778,-47.6480999717713
Arapoanga,140000,330,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 2 Conjunto L,190000,200,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.748339996556,-47.7655350033965
Arapoanga,145000,200,NA,NA,4,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 13 Conjunto N,127000,200,NA,NA,1,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6433550038577,-47.6293900132316
Quadra 1 Conjunto I,180000,300,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7502660549233,-47.7675246449981
Arapoanga,229000,200,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 1 Conjunto L,130000,200,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.749861776933,-47.769096594117
Quadra 16 Conjunto L,160000,130,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6449150017672,-47.7727950307414
Quadra 1 Conjunto H,150000,200,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.75110113894,-47.768181076028696
Arapoanga,195000,200,NA,NA,3,NA,3,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Arapoanga,170000,360,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 1 Conjunto E,160000,100,NA,NA,4,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6576250054211,-47.8106650141117
Quadra 12 Conjunto H,550000,900,NA,NA,3,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.8825250043918,-47.799570014607
Quadra 17K Conjunto C,125000,200,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.6410837386936,-47.6262332038686
Quadra 1 Conjunto M,90000,160,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7527949990485,-47.7710199951059
Quadra 1 Conjunto M,300000,675,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7527949990485,-47.7710199951059
Arapoanga,399000,250,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Arapoanga,900000,360,NA,NA,3,NA,2,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Arapoanga,295000,300,NA,NA,5,NA,5,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.64071,-47.6391
Quadra 1 Conjunto F,140000,320,NA,NA,2,NA,1,arapoanga,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-15.7529983778195,-47.7691159404535
