endereco,valor,area,iptu,condominio,quarto,vaga,banheiro,bairro,tipo,area_servico,espaco_gourmet,piscina,elevador,salao_de_festa,academia,playground,quadra_de_esporte,portaria_24_horas,varanda_gourmet,sauna,spa,comercio,latitude,longitude
Alecrim,320000,525,NA,NA,5,3,5,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Avenida Governador Rafael Fernandes,160000,251,NA,NA,4,4,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79064889074744,-35.2130973713826
Avenida Presidente Bandeira,80000,143,NA,NA,3,NA,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80797628576013,-35.2121868682874
Rua dos Caicós,180000,150,NA,NA,2,NA,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.82137500207003,-35.2328500082869
Avenida Coronel Estevam,130000,112,725,NA,2,2,2,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.81315000812204,-35.2308249823893
Rua Doutor Mário Negócio,250000,156,NA,NA,3,2,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79910720219697,-35.2380119213319
Avenida Almirante Alexandrino de Alencar,330000,100,NA,NA,3,1,1,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80600523216224,-35.2064378998564
Travessa Presidente Mascarenhas,150000,130,NA,NA,3,2,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80427499758279,-35.2222899837523
Rua Presidente Sarmento,74000,85,NA,NA,2,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80712766708185,-35.2157037328201
Rua Presidente José Bento,390000,300,2223,NA,3,2,3,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80743000880229,-35.2136599762429
Rua Presidente José Bento,380000,329,1904,NA,6,3,5,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80743000880229,-35.2136599762429
Rua dos Caicós,400000,184,1474,NA,4,2,4,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.82137500207003,-35.2328500082869
Rua Doze de Outubro,250000,103,600,NA,3,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.81449505839532,-35.2496992606561
Alecrim,18000,200,NA,NA,3,NA,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Manoel Miranda,240000,200,1000,NA,3,2,3,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80348498225374,-35.2295700019363
Alecrim,95000,80,NA,NA,3,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Praça Pedro II,650000,500,1500,NA,5,4,7,alecrim,casas,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79232679266709,-35.2117519523776
Rua Baraúna,70000,75,NA,NA,2,2,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79988942835707,-35.2281390885179
Alecrim,18000,200,NA,NA,2,2,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Tenente Sá Barreto,80000,80,NA,NA,2,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79689231480305,-35.225255548166
Rua Fábio Rino,75000,86,NA,NA,3,NA,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80165359569377,-35.2143413876841
Rua Presidente José Bento,375000,320,NA,NA,4,3,5,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80743000880229,-35.2136599762429
Alecrim,450000,160,NA,NA,4,2,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Baraúna,230000,186,1100,NA,3,1,3,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79988942835707,-35.2281390885179
Avenida Presidente Bandeira,45000,35,NA,NA,2,2,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80797628576013,-35.2121868682874
Rua Cônego Monte,75000,80,NA,NA,2,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79744513510064,-35.2257837798116
Rua Sílvio Pelico,219000,130,80,NA,3,NA,3,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79340661376286,-35.2170547422091
Rua Presidente Leão Veloso,295000,211,1700,NA,4,1,3,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79792948143137,-35.2267544314218
Rua Presidente Sarmento,179900,77,NA,NA,2,2,1,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80712766708185,-35.2157037328201
Alameda Tonelero,75000,80,NA,NA,1,1,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79565498549289,-35.2121749963668
Rua Maristela Lopes de Farias,239999,210,NA,NA,3,1,5,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80831499109431,-35.2154899971632
Rua Doutor Mário Negócio,349000,162,NA,NA,4,4,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79910720219697,-35.2380119213319
Rua dos Pajeús,100000,10,NA,NA,2,NA,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80210924793183,-35.2223654377169
Alecrim,590000,200,NA,NA,2,5,3,alecrim,casas,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Cônego Monte,75000,80,NA,NA,2,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79744513510064,-35.2257837798116
Rua Doutor Pinto de Abreu,250000,150,2164,NA,3,1,3,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.82727425432044,-35.2200097915065
Rua Baraúna,85000,80,NA,NA,2,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79988942835707,-35.2281390885179
Alecrim,350000,300,280,NA,4,4,3,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Vereador José Sotero,258000,151,2450,NA,4,1,4,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79116810867709,-35.212407395126
Rua Benjamin Constant,195000,110,500,NA,2,NA,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79105727665142,-35.2117968906777
Rua Coronel José Domingues,120000,90,NA,NA,3,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80797181493488,-35.2166658287046
Travessa Américo Vespúcio,370000,100,NA,NA,3,2,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79650000706152,-35.2241299791374
Alecrim,120000,65,361,NA,3,NA,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Praça Almirante Gonçalves,120000,90,NA,NA,2,1,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79737228102013,-35.2250461271951
Rua Soldado Adailton Lima,215000,93,450,NA,2,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80404269776155,-35.2190910552804
Alecrim,350000,240,NA,NA,3,1,3,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Sílvio Pelico,170000,112,800,NA,2,NA,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79340661376286,-35.2170547422091
Rua Presidente Sarmento,178000,72,NA,NA,2,NA,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80712766708185,-35.2157037328201
Rua Fonseca e Silva,130000,80,NA,NA,2,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79299000128778,-35.2133550006958
Rua dos Tororós,230000,186,816,NA,4,1,2,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.8071842121454,-35.2169928937393
Alecrim,121000,80,NA,NA,3,NA,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,400000,116,NA,NA,3,2,4,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alameda Humaitá,70000,80,NA,NA,2,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.7965150106682,-35.2128799982429
Alecrim,220000,80,NA,NA,1,2,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,600000,328,NA,NA,5,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Visconde de Cairu,290000,100,716,NA,3,NA,3,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80176998199978,-35.2161200229153
Alecrim,370000,184,100,NA,3,3,2,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Segundo Wanderley,550000,330,NA,NA,4,2,2,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79564633939688,-35.2094222898192
Avenida Coronel Estevam,450000,153,1019,NA,3,1,2,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.81315000812204,-35.2308249823893
Alameda Tonelero,70000,88,NA,NA,2,NA,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79565498549289,-35.2121749963668
Avenida Coronel Estevam,350000,175,NA,NA,2,NA,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.81315000812204,-35.2308249823893
Alecrim,210000,190,NA,NA,3,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,260000,140,NA,NA,3,1,1,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,150000,80,NA,NA,3,NA,2,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,120000,70,NA,NA,2,NA,1,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Almirante Aristides Guilhem,100000,100,NA,NA,3,NA,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79171615607349,-35.2172785217343
Rua Amaro Barreto,80000,80,NA,NA,2,1,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79428522502447,-35.2167247017507
Alecrim,260000,120,114,NA,3,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Avenida Almirante Alexandrino de Alencar,750000,285,900,NA,3,2,5,alecrim,casas,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80600523216224,-35.2064378998564
Alecrim,450000,358,2991,NA,5,2,5,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,320000,273,NA,NA,5,6,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Ocidental de Cima,100000,69,NA,NA,2,NA,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79030386493858,-35.2143848074944
Alecrim,178984,63,NA,NA,3,1,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,350000,73,NA,NA,6,2,6,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,450000,189,NA,NA,3,2,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Ocidental de Cima,120000,77,NA,NA,2,NA,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79030386493858,-35.2143848074944
Alecrim,400000,130,116,NA,3,1,2,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Presidente José Bento,420000,200,1800,NA,7,NA,4,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80743000880229,-35.2136599762429
Alecrim,550000,294,NA,NA,3,4,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,350000,204,979,NA,4,1,3,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua dos Caicós,380000,200,NA,NA,2,1,1,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.82137500207003,-35.2328500082869
Rua Presidente Gonçalves,55000,46,239,NA,1,NA,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80409501220962,-35.2148446564335
Alecrim,500000,153,NA,NA,3,1,3,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,390000,260,NA,NA,3,NA,3,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,280000,132,700,NA,3,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Tocantins,265000,20,2100,NA,4,1,4,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79215499609343,-35.2130049724192
Praça Pedro II,120000,10,NA,NA,2,1,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79232679266709,-35.2117519523776
Rua dos Pajeús,600000,2252,2000,NA,4,NA,3,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80210924793183,-35.2223654377169
Alecrim,350000,199,1604,NA,4,1,2,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua dos Canindés,230000,120,NA,NA,2,1,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80086153408061,-35.2158739603015
Alecrim,480000,127,1225,NA,2,1,3,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,500000,170,130,NA,3,1,2,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Presidente Gonçalves,55000,47,244,NA,1,NA,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80409501220962,-35.2148446564335
Alecrim,650000,220,NA,NA,4,7,3,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,105000,120,NA,NA,2,NA,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Fábio Rino,98000,50,NA,NA,2,NA,1,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80165359569377,-35.2143413876841
Alecrim,210000,198,NA,NA,2,NA,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua Fábio Rino,95000,46,NA,NA,2,NA,1,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80165359569377,-35.2143413876841
Rua João Carlos,220000,100,NA,NA,2,NA,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79375454553122,-35.2216281803498
Alecrim,480000,153,1681,NA,3,1,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,500000,117,1215,NA,3,1,2,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,320000,160,595,NA,3,1,2,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Rua dos Caicós,290000,150,NA,NA,3,1,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.82137500207003,-35.2328500082869
Alecrim,220000,103,1350,NA,2,NA,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,65000,100,NA,NA,2,NA,1,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,800000,300,NA,NA,7,1,6,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Alecrim,750000,230,NA,NA,4,NA,2,alecrim,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
Avenida Almirante Alexandrino de Alencar,1100000,201,2620,NA,1,NA,3,alecrim,casas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80600523216224,-35.2064378998564
Rua João Olímpio,120000,100,NA,NA,2,1,1,areia_preta,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.78439288130928,-35.1935222695892
Rua Fabrício Pedroza,22000,105,NA,NA,3,2,1,areia_preta,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.8805734437879,-35.1836899576466
Rua Major Afonso Magalhães,299000,105,1200,NA,3,NA,1,areia_preta,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.78577342784459,-35.1926443299007
Rua Guanabara,50000,58,NA,NA,2,NA,1,areia_preta,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80201999321674,-35.2334199777029
Rua Guanabara,87000,110,NA,NA,2,1,2,areia_preta,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80201999321674,-35.2334199777029
Areia Preta,90000,100,NA,NA,3,1,2,areia_preta,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79053999999996,-35.18801
Rua Enfermeiro João Correia da Silva,65000,100,NA,NA,2,NA,2,areia_preta,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.78585695716878,-35.1932597668126
Rua Guanabara,50000,80,NA,NA,2,NA,1,areia_preta,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.80201999321674,-35.2334199777029
Areia Preta,120000,120,NA,NA,3,2,1,areia_preta,casas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79053999999996,-35.18801
Alecrim,35000,200,NA,NA,3,2,3,alecrim,casas_de_condominio,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.79110999999995,-35.20931
